point,XGBoost_RMSE,LSTM_RMSE,LightGBM_RMSE,TimesFM_RMSE,Informer_RMSE,Autoformer_RMSE,NHiTS_RMSE,LSTM_minus_XGBoost,LSTM_over_XGBoost
point223,0.002487742415018979,0.0035405848116467084,0.002223799412433384,0.05323366626195145,0.017366628967389754,0.029396642487147566,0.022522001240162882,0.0010528423966277294,1.4232119813818012
point546,0.0029251908561045577,0.003958525882690299,0.00285359250789701,0.02311319758191491,0.0152440088733885,0.022632281677778993,0.018908213071999764,0.0010333350265857417,1.3532538823678062
point885,0.0026835028386804996,0.0037122311484854426,0.0025745762470107164,0.03440499703139961,0.018398291684906646,0.03180440885313457,0.02394026293692487,0.001028728309804943,1.3833527935863028
point249,0.0027957043679528296,0.003820880399630748,0.0026240915160657017,0.06549835047597176,0.018738726179117187,0.02762323221222247,0.019313197422413962,0.0010251760316779181,1.3666968666034631
point167,0.0038477388675940602,0.0048708344182853,0.0037444712718022136,0.04564536622049822,0.020392880305835658,0.030102404871843468,0.016706580692017806,0.0010230955506912395,1.2658952662582759
point745,0.003328537599378525,0.004349169182016256,0.00342945975781827,0.07219016629464481,0.03030052462488146,0.05490841127270871,0.02142350021707236,0.0010206315826377312,1.3066306304691568
point844,0.0029450554530848507,0.0039617037053585845,0.0030166285567897366,0.04796909052964143,0.01520911276016649,0.026905388928775944,0.016115528852732403,0.0010166482522737338,1.3452051305889088
point623,0.0032123215044418444,0.004223388935407728,0.003146509101138666,0.060306227926146594,0.018253360446684994,0.03184107874978599,0.015630863589145436,0.0010110674309658832,1.3147466496014883
point215,0.002761808461009667,0.003751064439991396,0.0028333827733556002,0.03689996868808382,0.02141100290061363,0.030328462097220097,0.019754474864725192,0.000989255978981729,1.3581913782029893
point275,0.004431497761066214,0.005413597214824936,0.004764340829021171,0.05922417309153317,0.01402912517637854,0.024073582191102394,0.011644609167634426,0.0009820994537587217,1.2216179510203407
point189,0.0018324444997051645,0.002812335006593125,0.0018358925850847439,0.025551161623523368,0.01217876362197585,0.01668214056432333,0.013029583293999213,0.0009798905068879604,1.5347449852072585
point957,0.00224543745221461,0.003199252735725175,0.0022188576961555163,0.05006696134941044,0.008923648278219856,0.015668065975893215,0.01937513620593008,0.0009538152835105651,1.424779270769642
point772,0.0036567238826689195,0.004601368693575592,0.0035722446607595088,0.042857376008184726,0.023606294283500827,0.038844075520953515,0.024513182408826807,0.0009446448109066722,1.2583309107323706
point308,0.0014899515203213001,0.002432016615883691,0.0013558850806737036,0.03588060824786685,0.011618610403157821,0.019630267070923784,0.016919261617307536,0.0009420650955623906,1.6322790256687274
point679,0.002350527389086684,0.003287541612632709,0.002285415646082202,0.06046256193431411,0.016207285454109023,0.024516254162915634,0.021002215853828905,0.0009370142235460249,1.39863999368674
point204,0.0016435569319813506,0.0025751849253357172,0.0015432033386440385,0.048051338990802564,0.014710403889373357,0.029179512498543753,0.01280230258313756,0.0009316279933543666,1.5668364601348277
point450,0.0037176662665892543,0.004638028935560143,0.003455442243474226,0.06176757207289687,0.020901509929772816,0.02948341370453374,0.01777230843501719,0.0009203626689708888,1.2475646287140423
