point,LSTM_RMSE,samples
point470,0.0017869351836675579,131
point326,0.0017817982035851444,131
point239,0.0017772692343998606,131
point44,0.0017726671499774505,131
point737,0.0017615701620030755,131
point845,0.0017553429670527866,131
point357,0.0017492955580007711,131
point755,0.0017484898917478119,131
point575,0.0017469549804635563,131
point713,0.0017451253247515797,131
point683,0.0017449869088320994,131
point299,0.0017266336428851238,131
point535,0.001726207608462474,131
point550,0.0017226228451837184,131
point768,0.0017193546500099063,131
point404,0.0017180080721966434,131
point839,0.0017108605877749136,131
point841,0.001698151093713887,131
point616,0.0016882069784266353,131
point816,0.0016723230604116966,131
point95,0.0016700548037131067,131
point864,0.0016470474567528946,131
point314,0.001639177172347699,131
point375,0.0016292308944549794,131
point120,0.0015664611132970244,131
point386,0.0015446497194023026,131
point483,0.0015386488042328477,131
point432,0.0014896220607095855,131
point549,0.0014797726899542236,131
point522,0.0014668543598418428,131
point798,0.0014274568975517065,131
point735,0.0014219069489691354,131
point497,0.0013235394418771866,131
point880,0.0013069452416924125,131
point879,0.001297014968812783,131
point627,0.0012427365143145525,131
point494,0.0012393011925576486,131
point827,0.0011731994094619357,131
point906,0.0011559963155280844,131
point931,0.001122037113123589,131
point205,0.001083413393942871,131
point321,0.0010100374516198928,131
